Option,Group,GroupName
UV-Intensität (VEML6070),208,UV-Intensität VEML6070
03 Tempsensor SHT85 1,204,Tempsensor SHT85
03 Tempsensor SHT85 3,204,Tempsensor SHT85
03 Tempsensor SHT85 2,204,Tempsensor SHT85
03 Tempsensor SHT85 0,204,Tempsensor SHT85
03 Tempsensor SHT31-DIS-B FPCD 3,200,Tempsensor SHT31-DIS-B FPCD
03 Tempsensor SHT31-DIS-B FPCD 2,200,Tempsensor SHT31-DIS-B FPCD
03 Tempsensor SHT31-DIS-B FPCD 6,200,Tempsensor SHT31-DIS-B FPCD
03 Tempsensor SHT31-DIS-B FPCD 7,200,Tempsensor SHT31-DIS-B FPCD
03 Feuchtesensor SHT85 6,196,Feuchtesensor SHT85
03 Feuchtesensor SHT85 4,196,Feuchtesensor SHT85
03 Feuchtesensor SHT85 5,196,Feuchtesensor SHT85
03 Feuchtesensor SHT85 7,196,Feuchtesensor SHT85
03 Feuchtesensor SHT31-DIS-B FPCD 0,192,Feuchtesensor SHT31-DIS-B FPCD
03 Feuchtesensor SHT31-DIS-B FPCD 1,192,Feuchtesensor SHT31-DIS-B FPCD
03 Feuchtesensor SHT31-DIS-B FPCD 4,192,Feuchtesensor SHT31-DIS-B FPCD
03 Feuchtesensor SHT31-DIS-B FPCD 5,192,Feuchtesensor SHT31-DIS-B FPCD
Beleuchtungsstärke (TSL45315),188,Beleuchtungsstärke TSL45315
"Beleuchtungsstärke, TSL45315 VEML6070",188,Beleuchtungsstärke TSL45315
"Beleuchtungsstärke, TSL45315",188,Beleuchtungsstärke TSL45315
2 Beleuchtungsstärke TSL45315,188,Beleuchtungsstärke TSL45315
03 Beleuchtungsstärke TSL45315,188,Beleuchtungsstärke TSL45315
4B Beleuchtungsstärke TSL45315,188,Beleuchtungsstärke TSL45315
10B Beleuchtungsstärke TSL45315,188,Beleuchtungsstärke TSL45315
03 atm. Luftdruck BME680,183,atm. Luftdruck BME680
Luftdruck BME680,183,atm. Luftdruck BME680
"atm. Luftdruck, BME680",183,atm. Luftdruck BME680
Luftdruck bme680,183,atm. Luftdruck BME680
atm. Luftdruck BME680,183,atm. Luftdruck BME680
atm. Luftdruck 2-BME680,183,atm. Luftdruck BME680
atm. Luftdruck (BME680),183,atm. Luftdruck BME680
"08 atm. Luftdruck, BME680",183,atm. Luftdruck BME680
4A atm. Luftdruck BME680,183,atm. Luftdruck BME680
4B atm. Luftdruck BME680,183,atm. Luftdruck BME680
1A atm. Luftdruck BME680,183,atm. Luftdruck BME680
1B atm. Luftdruck BME680,183,atm. Luftdruck BME680
"Luftdruck, BME680",183,atm. Luftdruck BME680
2 Luftdruck BME680,183,atm. Luftdruck BME680
01 Temperature SHT85_1,179,Temperature SHT85_1
01 Temperature SHT85_2,179,Temperature SHT85_1
01 Temperature SHT85_3,179,Temperature SHT85_1
01 Temperature SHT85_4,179,Temperature SHT85_1
01 Temperature SHT31,176,Temperature SHT31
01 Temperature SHT31_1,176,Temperature SHT31
01 Temperature SHT31_2,176,Temperature SHT31
Temperatur (BME680),160,Temperatur
Temperatur BME680,160,Temperatur
Temperatur bme680,160,Temperatur
01 Temperatur SHT31_4,160,Temperatur
"Temperatur, BME680",160,Temperatur
01 Temperatur SHT85_1,160,Temperatur
01 Temperatur BME680,160,Temperatur
2 Temperatur BME680,160,Temperatur
01 Temperatur,160,Temperatur
01 Temperatur SHT85_3,160,Temperatur
01 Temperatur SHT85_2,160,Temperatur
01 Temperatur(SHT85),160,Temperatur
01 Temperatur SHT85_0,160,Temperatur
01 Temperatur SHT31_7,160,Temperatur
01 Temperatur SHT31_6,160,Temperatur
01 Temperatur SHT31_5,160,Temperatur
rel. Luftfeuchte BME680,155,rel. Luftfeuchte
01 rel. Luftfeuchte,155,rel. Luftfeuchte
01 rel. Luftfeuchte BME680,155,rel. Luftfeuchte
Luftfeuchte (BME680),155,rel. Luftfeuchte
"Luftfeuchte, BME680",155,rel. Luftfeuchte
2 rel. Luftfeuchte BME680,155,rel. Luftfeuchte
Luftfeuchte BME680,155,rel. Luftfeuchte
"rel. Luftfeuchte, BME680",155,rel. Luftfeuchte
SWW rel. Luftfeuchte BME680,155,rel. Luftfeuchte
01 Longitude (GPS,153,Longitude (GPS
2 Longitude GPS,153,Longitude (GPS
01 Humidity SHT85_1,149,Humidity SHT85_1
01 Humidity SHT85_2,149,Humidity SHT85_1
01 Humidity SHT85_3,149,Humidity SHT85_1
01 Humidity SHT85_4,149,Humidity SHT85_1
01 Humidity SHT31_1,146,Humidity SHT31
01 Humidity SHT31,146,Humidity SHT31
01 Humidity SHT31_2,146,Humidity SHT31
006 Temperature BME680_A,144,Temperature BME680_A
006 Temperature BME680_B,144,Temperature BME680_A
006 Pressure BME680_B,142,Pressure BME680_A
006 Pressure BME680_A,142,Pressure BME680_A
006 PM2.5 SPS30_A,140,PM2.5 SPS30_A
006 PM2.5 SPS30_B,140,PM2.5 SPS30_A
006 PM2.5 SDS011_B,136,PM2.5 SDS011_A
PM2.5 (SDS011),136,PM2.5 SDS011_A
006 PM2.5 SDS011_A,136,PM2.5 SDS011_A
M - PM2.5 SDS011,136,PM2.5 SDS011_A
006 PM10 SDS011_A,132,PM10 SDS011_A
PM10 (SDS011),132,PM10 SDS011_A
PM10.0 (SDS011),132,PM10 SDS011_A
006 PM10 SDS011_B,132,PM10 SDS011_A
006 Humidity SHT31_A,130,Humidity SHT31_A
006 Humidity SHT31_B,130,Humidity SHT31_A
006 Humidity BME680_B,128,Humidity BME680_A
006 Humidity BME680_A,128,Humidity BME680_A
006 CO2 SGP30_B,126,CO2 SGP30_A
006 CO2 SGP30_A,126,CO2 SGP30_A
006 CO2 SCD41 A,124,CO2 SCD41 A
13A CO2 SCD41,124,CO2 SCD41 A
11 CO2 SCD41,124,CO2 SCD41 A
11B CO2 SCD41,124,CO2 SCD41 A
13B CO2 SCD41,124,CO2 SCD41 A
CO2 SCD41,124,CO2 SCD41 A
1 CO2 SCD30_0,114,CO2 SCD30_B
4 A CO2 SCD30,114,CO2 SCD30_B
4 B CO2 SCD30,114,CO2 SCD30_B
3 CO2 SCD30,114,CO2 SCD30_B
2 CO2 SCD30,114,CO2 SCD30_B
006 CO2 SCD30_B,114,CO2 SCD30_B
CO2 SCD30,114,CO2 SCD30_B
CO2 (SCD30),114,CO2 SCD30_B
CO2 - SCD30,114,CO2 SCD30_B
1 CO2 SCD30_1,114,CO2 SCD30_B
006  Temperature SHT31_B,112,Temperature SHT31_B
006 Temperature SHT31_A,112,Temperature SHT31_B
0 Windstärke Anemometer,109,Windstärke Anemometer
3A Windstärke Anemometer,109,Windstärke Anemometer
3B Windstärke Anemometer,109,Windstärke Anemometer
3A Windrichtung Anemometer,106,Windrichtung Anemometer
0 Windrichtung Anemometer,106,Windrichtung Anemometer
3b Windrichtung,106,Windrichtung Anemometer
3B Windrichtung Anemometer,106,Windrichtung Anemometer
01 UV Intensity,97,UV Intensity VEML6070
0 UV Intensity VEML6070,97,UV Intensity VEML6070
3A UV Intensity VEML6071,97,UV Intensity VEML6070
3A UV Intensity,97,UV Intensity VEML6070
3B UV Intensity VEML6070,97,UV Intensity VEML6070
9 UV-Intensity,97,UV Intensity VEML6070
0 UV-Intensity,97,UV Intensity VEML6070
11A UV Intensity,97,UV Intensity VEML6070
UV Intensity,97,UV Intensity VEML6070
UV intensity,97,UV Intensity VEML6070
6 Temperature SHT31 1,90,Temperature SHT31_1
Temperature SHT31,90,Temperature SHT31_1
12A Temperature SHT31 flex,90,Temperature SHT31_1
10A Temperature SHT31 flex,90,Temperature SHT31_1
0 Temperature SHT31_1,90,Temperature SHT31_1
6 Temperature SHT31,90,Temperature SHT31_1
0 Temperature SHT31_2,90,Temperature SHT31_1
18B Temperature SHT31 flex,90,Temperature SHT31_1
14A Temperature SHT31 flex,90,Temperature SHT31_1
4 A Temperature SHT31 flex,90,Temperature SHT31_1
10B Temperature SHT31 flex,90,Temperature SHT31_1
11A Temperature SHT31 flex,90,Temperature SHT31_1
18A Temperature SHT31 flex,90,Temperature SHT31_1
8B Temperature SHT31 flex,90,Temperature SHT31_1
4 B Temperature SHT31 flex,90,Temperature SHT31_1
01 Temperature(HDC1080),81,Temperature HDC1080
1 Temperature HDC1080,81,Temperature HDC1080
11 Temperature HDC1080,81,Temperature HDC1080
0 Temperature HDC1080,81,Temperature HDC1080
2 Temperature HDC1080,81,Temperature HDC1080
9 Temperature HDC1080,81,Temperature HDC1080
10 Temperature HDC1080,81,Temperature HDC1080
6 Temperature HDC1080,81,Temperature HDC1080
6 Temperature HDC1080.1,81,Temperature HDC1080
0 Temperature BME680,79,Temperature BME680
Temperature BME680,79,Temperature BME680
Pressure BME680,77,Pressure BME680
0 Pressure BME680,77,Pressure BME680
0 Niederschlag Messer,74,Niederschlag Messer
3A Niederschlag Messer,74,Niederschlag Messer
3B Niederschlag Messer,74,Niederschlag Messer
3b Niederschlag,74,Niederschlag Messer
0 Illuminance TSL45315,72,Illuminance TSL45315
3B Illuminance TSL45315,72,Illuminance TSL45315
0 Illuminance,68,Illuminance
9 Illuminance,68,Illuminance
Illuminance,68,Illuminance
illuminance,68,Illuminance
14A Humidity SHT31 flex,57,Humidity SHT31_1
0 Humidity SHT31_2,57,Humidity SHT31_1
0 Humidity SHT31_1,57,Humidity SHT31_1
12A Humidity SHT31 flex,57,Humidity SHT31_1
4 A Humidity SHT31 flex,57,Humidity SHT31_1
18A Humidity SHT31 flex,57,Humidity SHT31_1
10B Humidity SHT31 flex,57,Humidity SHT31_1
4 B Humidity SHT31 flex,57,Humidity SHT31_1
Humidity SHT31,57,Humidity SHT31_1
Humidity SHT31_4,57,Humidity SHT31_1
Humidity SHT31_5,57,Humidity SHT31_1
Humidity SHT31_6,57,Humidity SHT31_1
Humidity SHT31_7,57,Humidity SHT31_1
6 Humidity SHT31,57,Humidity SHT31_1
6 Humidity SHT31 1,57,Humidity SHT31_1
8B Humidity SHT31 flex,57,Humidity SHT31_1
11A Humidity SHT31 flex,57,Humidity SHT31_1
10A Humidity SHT31 flex,57,Humidity SHT31_1
18B Humidity SHT31 flex,57,Humidity SHT31_1
1 Humidity HDC1080,48,Humidity HDC1080
10 Humidity HDC1080,48,Humidity HDC1080
6 Humidity HDC1080,48,Humidity HDC1080
6 Humidity HDC1080.1,48,Humidity HDC1080
0 Humidity HDC1080,48,Humidity HDC1080
3 Humidity HDC1080,48,Humidity HDC1080
9 Humidity HDC1080,48,Humidity HDC1080
2 Humidity HDC1080,48,Humidity HDC1080
11 Humidity HDC1080,48,Humidity HDC1080
0 Humidity BME680,45,Humidity BME680
4 A Humidity BME680,45,Humidity BME680
Humidity BME680,45,Humidity BME680
Helligkeit,43,Helligkeit
. Helligkeit,43,Helligkeit
PRESSURE,39,-🕛-Pressure
Pressure,39,-🕛-Pressure
pressure,39,-🕛-Pressure
-🕛-Pressure,39,-🕛-Pressure
HUMIDITY,35,Humidity
humidity,35,Humidity
-💧- Humidity,35,Humidity
Humidity,35,Humidity
PM2.5 (3),24,PM2.5
"PM2,5",24,PM2.5
PM2.5 (4),24,PM2.5
Pm2.5,24,PM2.5
PM2.5 (1),24,PM2.5
-🏭- PM2.5,24,PM2.5
PM2.5 (6),24,PM2.5
PM2_5,24,PM2.5
PM2.5,24,PM2.5
PM2.5 (2),24,PM2.5
pm2.5,24,PM2.5
"PM10/2,5",14,PM10
-🏭- PM10,14,PM10
pm10,14,PM10
PM10 (2),14,PM10
PM10,14,PM10
PM10 (1),14,PM10
PM10 (3),14,PM10
Pm10,14,PM10
PM10 (4),14,PM10
PM10 (6),14,PM10
temperature,8,Temperature
Temperature 1,8,Temperature
TEMPERATURE,8,Temperature
Temperature,8,Temperature
-🌡- Temperature,8,Temperature
Temperature 2,8,Temperature
Radioactivity,6,Radioactivity
-⚛- Radioactivity,6,Radioactivity
%rF,4,%rF
rF,4,%rF
#Beleuchtungsstärke,0,#Beleuchtungsstärke
Beleuchtungsstärke,0,#Beleuchtungsstärke
6 Beleuchtungsstärke,0,#Beleuchtungsstärke
Beleuchtungsstärke 2,0,#Beleuchtungsstärke
Umgebungstemperatur,-1,Umgebungstemperatur
UltraVioletIndex,-1,UltraVioletIndex
Rain (mm/min),-1,Rain (mm/min)
Umgebungshelligkeit,-1,Umgebungshelligkeit
Umgebungslautstärke,-1,Umgebungslautstärke
Umgebungslicht,-1,Umgebungslicht
Umgebungslichtstärke,-1,Umgebungslichtstärke
Umgebungslärm,-1,Umgebungslärm
Umgebungsstrahlung,-1,Umgebungsstrahlung
Umgebungsstrahlung CPM,-1,Umgebungsstrahlung CPM
Radioaktivität,-1,Radioaktivität
Rain 24h,-1,Rain 24h
Radioactivity dose rate,-1,Radioactivity dose rate
Umidade,-1,Umidade
Umidade Relativa,-1,Umidade Relativa
Umiditate,-1,Umiditate
radioactivety,-1,radioactivety
Umidity,-1,Umidity
Umidità,-1,Umidità
Umidità Relativa,-1,Umidità Relativa
Radiazioni Beta & Gamma uSV/h,-1,Radiazioni Beta & Gamma uSV/h
Radiazioni Beta & Gamma Conteggi per Minuto,-1,Radiazioni Beta & Gamma Conteggi per Minuto
UltraVioletB,-1,UltraVioletB
SHT85_5 Luftfeuchte A,-1,SHT85_5 Luftfeuchte A
TVOCSPG30,-1,TVOCSPG30
Rain amount,-1,Rain amount
RainDaily,-1,RainDaily
RainAmount,-1,RainAmount
Tämberadur,-1,Tämberadur
UBatt,-1,UBatt
Rain Today,-1,Rain Today
Rain switch,-1,Rain switch
Rain Sensor,-1,Rain Sensor
UFS,-1,UFS
Rain per hour,-1,Rain per hour
Rain per day,-1,Rain per day
Rain last Minute,-1,Rain last Minute
Rain Intensity,-1,Rain Intensity
Rain Fall (One Hour),-1,Rain Fall (One Hour)
Ugn,-1,Ugn
Ultraschall,-1,Ultraschall
Ultraviolet,-1,Ultraviolet
UltraVioletA,-1,UltraVioletA
Rain Fall (24 Hour),-1,Rain Fall (24 Hour)
Rain day,-1,Rain day
Rain Curr. Day,-1,Rain Curr. Day
Rain bin fill level,-1,Rain bin fill level
Radiationtube Discharges,-1,Radiationtube Discharges
Umwelt,-1,Umwelt
Unit status,-1,Unit status
Valonmäärä,-1,Valonmäärä
R2 CO2,-1,R2 CO2
R1 temperature,-1,R1 temperature
R1 PM2.5,-1,R1 PM2.5
Valaistusvoimakkuus,-1,Valaistusvoimakkuus
Valoisuus,-1,Valoisuus
Valomäärä,-1,Valomäärä
R1 PM10,-1,R1 PM10
R1 humidity,-1,R1 humidity
R1 CO2,-1,R1 CO2
PV_Voltage,-1,PV_Voltage
VEML6075 - UVA,-1,VEML6075 - UVA
uptime,-1,uptime
PV Voltage,-1,PV Voltage
VEML6075 - UVB,-1,VEML6075 - UVB
PV Current,-1,PV Current
Vent,-1,Vent
Pumpe/Kontroll LED,-1,Pumpe/Kontroll LED
Pumpe,-1,Pumpe
Pump running,-1,Pump running
Ventil opened,-1,Ventil opened
Prozessortemperatur,-1,Prozessortemperatur
Propane - C3H8,-1,Propane - C3H8
Valaistuksen voimakkuus,-1,Valaistuksen voimakkuus
R2 humidity,-1,R2 humidity
R2 temperature,-1,R2 temperature
V_in,-1,V_in
Radiations,-1,Radiations
Radiation gamma,-1,Radiation gamma
Radiation Exposure,-1,Radiation Exposure
uptime_ms,-1,uptime_ms
UR,-1,UR
UV Index (UVM30A),-1,UV Index (UVM30A)
Radiation Curr Day,-1,Radiation Curr Day
UV Intensity TSL,-1,UV Intensity TSL
UV pro cm²,-1,UV pro cm²
UV Stärke,-1,UV Stärke
Radiation - cpm - count per minute,-1,Radiation - cpm - count per minute
UV-Einstrahlung,-1,UV-Einstrahlung
Radiation - Count,-1,Radiation - Count
UV-Intensität [µW/m²],-1,UV-Intensität [µW/m²]
Radiation (min),-1,Radiation (min)
UVA,-1,UVA
UVA-Strahlung,-1,UVA-Strahlung
UVB,-1,UVB
UVB-Strahlung,-1,UVB-Strahlung
UVmeter,-1,UVmeter
V_bat,-1,V_bat
Raindrops,-1,Raindrops
Rainfall,-1,Rainfall
TVOC(Total Volatile Organic Compounds),-1,TVOC(Total Volatile Organic Compounds)
Time WiFi,-1,Time WiFi
Regensensor,-1,Regensensor
Regenrate (10 min Mittelw.),-1,Regenrate (10 min Mittelw.)
Regenrate,-1,Regenrate
Regenmenge Vortag,-1,Regenmenge Vortag
Regenmenge pro Tag,-1,Regenmenge pro Tag
Regenmenge in den letzten 15min,-1,Regenmenge in den letzten 15min
Regenmenge [mm/m²],-1,Regenmenge [mm/m²]
Regenmenge,-1,Regenmenge
time_left:,-1,time_left:
TimeFromInternet 25,-1,TimeFromInternet 25
Regenintensität,-1,Regenintensität
timeRaw,-1,timeRaw
timeSinceStart,-1,timeSinceStart
Regendaten,-1,Regendaten
Regen-Rate,-1,Regen-Rate
Regen Woche,-1,Regen Woche
Regen Tag,-1,Regen Tag
Regen Monat,-1,Regen Monat
Regen letzte Stunde,-1,Regen letzte Stunde
Regen letzte 24h,-1,Regen letzte 24h
Regen Jahr,-1,Regen Jahr
Regenwahrscheinlichkeit,-1,Regenwahrscheinlichkeit
Time,-1,Time
Prezenta-foc,-1,Prezenta-foc
Thunderstorm Energie,-1,Thunderstorm Energie
Température,-1,Température
température air,-1,température air
Tendenz,-1,Tendenz
Tenperature,-1,Tenperature
Tensio,-1,Tensio
Test Temperature,-1,Test Temperature
rel. Feuchtigkeit,-1,rel. Feuchtigkeit
Test-Luftfeuchte,-1,Test-Luftfeuchte
Test-Temp,-1,Test-Temp
test1,-1,test1
test2,-1,test2
test3,-1,test3
test4,-1,test4
test_data,-1,test_data
Testdata,-1,Testdata
Rel. Feuchte unkorrigiert,-1,Rel. Feuchte unkorrigiert
Testsensor,-1,Testsensor
Testwer1,-1,Testwer1
Testwert2,-1,Testwert2
Teмnepaтypa,-1,Teмnepaтypa
Thunderstorm Distance,-1,Thunderstorm Distance
Regen Ja (1) / Nein (0),-1,Regen Ja (1) / Nein (0)
Regen heute,-1,Regen heute
Regen dieser Monat,-1,Regen dieser Monat
tmp,-1,tmp
RawTimeInternet,-1,RawTimeInternet
RawTimeGPS,-1,RawTimeGPS
Raw Temperature,-1,Raw Temperature
Trübung,-1,Trübung
Raw Humidity,-1,Raw Humidity
raw,-1,raw
Raumtemperatur,-1,Raumtemperatur
Rauch|Gas,-1,Rauch|Gas
Rauch,-1,Rauch
Random Sensor,-1,Random Sensor
RainSensor Tippings,-1,RainSensor Tippings
Trübung (Durchlicht),-1,Trübung (Durchlicht)
Rainfall 5min,-1,Rainfall 5min
Trübung (Streulicht),-1,Trübung (Streulicht)
TSL25911 - Full light,-1,TSL25911 - Full light
Rainfall 24h,-1,Rainfall 24h
TSL25911 - Infra red,-1,TSL25911 - Infra red
Rainfall 1h,-1,Rainfall 1h
TSL25911 - lux,-1,TSL25911 - lux
Rainfall / in test mode,-1,Rainfall / in test mode
Tuerschlaege,-1,Tuerschlaege
Rayos UV,-1,Rayos UV
RealFeel,-1,RealFeel
RealFeelC,-1,RealFeelC
Reducing,-1,Reducing
Tmperature,-1,Tmperature
Total Consumed Energy,-1,Total Consumed Energy
Total Devices,-1,Total Devices
Regen diese Woche,-1,Regen diese Woche
Regen,-1,Regen
Refrigerant liquid temperature T65,-1,Refrigerant liquid temperature T65
Total Generated Energy,-1,Total Generated Energy
total_num_people,-1,total_num_people
Ref,-1,Ref
TPS,-1,TPS
RealFeelF,-1,RealFeelF
Reduced,-1,Reduced
traffic-rx,-1,traffic-rx
Red,-1,Red
traffic-tx,-1,traffic-tx
Receiver02,-1,Receiver02
Transmitter00,-1,Transmitter00
Transmitter01,-1,Transmitter01
realtive humidity,-1,realtive humidity
Realtime Electric Current usage,-1,Realtime Electric Current usage
print progress,-1,print progress
Vento,-1,Vento
rel. Helligkeit,-1,rel. Helligkeit
Windböen,-1,Windböen
PM1.0nc,-1,PM1.0nc
PM1.0 Hourly Average,-1,PM1.0 Hourly Average
PM1.0 env,-1,PM1.0 env
PM1.0 Daily Average,-1,PM1.0 Daily Average
Wind speed max.,-1,Wind speed max.
Wind Speed_Davis,-1,Wind Speed_Davis
WIND VELOCITY,-1,WIND VELOCITY
PM04,-1,PM04
WindBoe,-1,WindBoe
Windböe,-1,Windböe
Windchill,-1,Windchill
PM10 fijn stof,-1,PM10 fijn stof
Windchill Temperatur Gültig wenn Lufttemperatur <10°C,-1,Windchill Temperatur Gültig wenn Lufttemperatur <10°C
Windgeschwindigkeit (Avg/min),-1,Windgeschwindigkeit (Avg/min)
Windgeschwindigkeit (mittel),-1,Windgeschwindigkeit (mittel)
Windgeschwindigkeit Av,-1,Windgeschwindigkeit Av
Windgeschwindigkeit Böe,-1,Windgeschwindigkeit Böe
PM0111,-1,PM0111
"Windgeschwindigkeit, Davies",-1,"Windgeschwindigkeit, Davies"
Windkracht,-1,Windkracht
Windrichtung (Böen),-1,Windrichtung (Böen)
Windrichtung (Mittel),-1,Windrichtung (Mittel)
Wind speed avg,-1,Wind speed avg
Wind gusts (10 s average),-1,Wind gusts (10 s average)
Wind Geschwindigkeit,-1,Wind Geschwindigkeit
Wind Direction_Davis,-1,Wind Direction_Davis
PM10 Daily Average,-1,PM10 Daily Average
PM10 30min. Mittelwert,-1,PM10 30min. Mittelwert
PM10 24h average,-1,PM10 24h average
Wgn,-1,Wgn
Wgt,-1,Wgt
Wiatr,-1,Wiatr
PM10 (polveri),-1,PM10 (polveri)
PM10 (PMS3003),-1,PM10 (PMS3003)
PM10 (PMS 7003M),-1,PM10 (PMS 7003M)
PM10 (PMS 3003),-1,PM10 (PMS 3003)
PM10 (max 10 Mikrometer),-1,PM10 (max 10 Mikrometer)
WiFi - SSID´s,-1,WiFi - SSID´s
WIFI Geräte,-1,WIFI Geräte
wifi-stations,-1,wifi-stations
WifiSignalStrength,-1,WifiSignalStrength
Wilgotnosc,-1,Wilgotnosc
Wilgotność (rel. Luftfeuchte),-1,Wilgotność (rel. Luftfeuchte)
Wind (3min average),-1,Wind (3min average)
Wind aus,-1,Wind aus
Wind average Speed,-1,Wind average Speed
Wind direction WEST=270° SOUTH=180°,-1,Wind direction WEST=270° SOUTH=180°
"pm01, pm0, p1.0, p0",-1,"pm01, pm0, p1.0, p0"
Windrichtung der Böe,-1,Windrichtung der Böe
"Windrichtung, Davies",-1,"Windrichtung, Davies"
Độ ẩm không khí,-1,Độ ẩm không khí
Влажность,-1,Влажность
відн. Вологість\rel. Humidity\rel. Luftfeuchte,-1,відн. Вологість\rel. Humidity\rel. Luftfeuchte
Давление,-1,Давление
Налягане Luftdruck,-1,Налягане Luftdruck
Направление ветра,-1,Направление ветра
Прахови частици PM10,-1,Прахови частици PM10
Прахови частици PM2.5,-1,Прахови частици PM2.5
Радиация,-1,Радиация
Скорость ветра,-1,Скорость ветра
Температура,-1,Температура
Температура Temperatur,-1,Температура Temperatur
температура\temperature\Temperatur,-1,температура\temperature\Temperatur
Тиск повітря\Air pressure\Luftdruck,-1,Тиск повітря\Air pressure\Luftdruck
Plantbox5 soil temperature,-1,Plantbox5 soil temperature
Plantbox4 soil temperature,-1,Plantbox4 soil temperature
Plantbox3 soil temperature,-1,Plantbox3 soil temperature
Трудности с дыханием,-1,Трудности с дыханием
Plantbox2 soil temperature,-1,Plantbox2 soil temperature
Частицы PM10,-1,Частицы PM10
Plantbox17 soil temperature,-1,Plantbox17 soil temperature
Plantbox16 soil temperature,-1,Plantbox16 soil temperature
Влажност rel. Luftfeuchte,-1,Влажност rel. Luftfeuchte
Độ mặn,-1,Độ mặn
Windrichtungsbreite,-1,Windrichtungsbreite
Äquivalenter Dauerschallpegel (LAeq),-1,Äquivalenter Dauerschallpegel (LAeq)
Windstaerke,-1,Windstaerke
Windsterkte,-1,Windsterkte
Windstärke,-1,Windstärke
Winrichtung,-1,Winrichtung
PM01 (PMS 7003M),-1,PM01 (PMS 7003M)
PM01 (PMS 3003),-1,PM01 (PMS 3003)
Wlan RSSI,-1,Wlan RSSI
Wlan Status,-1,Wlan Status
WLAN-Feldstärke,-1,WLAN-Feldstärke
PM0.5nc,-1,PM0.5nc
Wysokość względna,-1,Wysokość względna
x,-1,x
Yellow,-1,Yellow
Zirkulatinspumpe,-1,Zirkulatinspumpe
Zähler,-1,Zähler
Zähler01,-1,Zähler01
Zähler02,-1,Zähler02
PM size SPS30,-1,PM size SPS30
Zähler03,-1,Zähler03
Zähler04,-1,Zähler04
Zähler05,-1,Zähler05
PM10 env,-1,PM10 env
PM10 geglättet,-1,PM10 geglättet
Verkehrsdichte,-1,Verkehrsdichte
Power energy input,-1,Power energy input
Presence,-1,Presence
pres,-1,pres
Precipitação,-1,Precipitação
PRECIPITATION,-1,PRECIPITATION
Volt-In,-1,Volt-In
volt_sweep_oc,-1,volt_sweep_oc
Voltage,-1,Voltage
Power meter room heaters,-1,Power meter room heaters
Power meter hot water tank heater,-1,Power meter hot water tank heater
Power Generation,-1,Power Generation
Power consumption,-1,Power consumption
PM10 Gleitender Mittelwert 24h,-1,PM10 Gleitender Mittelwert 24h
Voltage Battery,-1,Voltage Battery
Volume,-1,Volume
Position,-1,Position
Pos,-1,Pos
Pooltemperatur,-1,Pooltemperatur
Ponto de orvalho,-1,Ponto de orvalho
polveri sottili,-1,polveri sottili
PMS PM1,-1,PMS PM1
PM_mittlererDurchmesser,-1,PM_mittlererDurchmesser
PM_2.5,-1,PM_2.5
Presence-of-Flame,-1,Presence-of-Flame
Presion,-1,Presion
Pression,-1,Pression
pression air,-1,pression air
Versorgungspannung,-1,Versorgungspannung
Versorgungsspannung,-1,Versorgungsspannung
Pressão do Ar,-1,Pressão do Ar
vertikale Windgeschwindigkeit,-1,vertikale Windgeschwindigkeit
Violet,-1,Violet
Pressão,-1,Pressão
Pressure_RAW,-1,Pressure_RAW
Visibility,-1,Visibility
Pressure_BME680,-1,Pressure_BME680
vitesse du vent,-1,vitesse du vent
Pressure BMP085,-1,Pressure BMP085
VOC estimated,-1,VOC estimated
vochtigheid,-1,vochtigheid
Pressure (relative),-1,Pressure (relative)
Pressure (absolute),-1,Pressure (absolute)
"VOCs (HCHO,toluene, benzene, alcohol)",-1,"VOCs (HCHO,toluene, benzene, alcohol)"
VOCSVM30,-1,VOCSVM30
Volatile Organic Components,-1,Volatile Organic Components
Pressione dell'aria,-1,Pressione dell'aria
Pressione,-1,Pressione
Pression Atmosphérique,-1,Pression Atmosphérique
PM4.0nc,-1,PM4.0nc
Volumetrischer Wassergehalt (VW),-1,Volumetrischer Wassergehalt (VW)
Vorlauftemperatur,-1,Vorlauftemperatur
PM2.5 (PMS 7003M),-1,PM2.5 (PMS 7003M)
Wasserpegel,-1,Wasserpegel
Wasserstand,-1,Wasserstand
Wassertemperatuer,-1,Wassertemperatuer
Wassertemperatur Bach,-1,Wassertemperatur Bach
Wassertemperatur im Inn,-1,Wassertemperatur im Inn
Wassertemperatur Quelle,-1,Wassertemperatur Quelle
Wassertemperatur Teich,-1,Wassertemperatur Teich
Wassertempertaur,-1,Wassertempertaur
Water flow F,-1,Water flow F
PM10nc,-1,PM10nc
PM10Color,-1,PM10Color
PM100,-1,PM100
Water Pressure,-1,Water Pressure
Waterflow Speed,-1,Waterflow Speed
"pm10, p10, p1",-1,"pm10, p10, p1"
Waterflow Volume,-1,Waterflow Volume
PM10 pył zawieszony,-1,PM10 pył zawieszony
PM10 Momentanwert,-1,PM10 Momentanwert
Weißer Temperaturfühler,-1,Weißer Temperaturfühler
Wert,-1,Wert
PM10 Hourly Average,-1,PM10 Hourly Average
PM2.5 (PMS 3003),-1,PM2.5 (PMS 3003)
PM2.5 (PMS3003),-1,PM2.5 (PMS3003)
"pm4, p4",-1,"pm4, p4"
PM2.5 (polveri),-1,PM2.5 (polveri)
Vögel pro Minute,-1,Vögel pro Minute
